stars,review_id
5,Rvi675dDAU64E93UDfuZfA
4,XVV3T3lvCvIi0yFZarXnqA
5,mLKukZlaq_7XFrXjnG6AVQ
4,Y58vG9WqWuKlrjuhetnsHQ
1,A66ATz8T1XcCh7yNBy-xuw
3,Q_khkJ-BZjDZ4aPyeSRJjw
1,dSvH0Agp9NaVIpb1ZfP-oA
2,1G_f39Jh4PzqSIHnxcWVhA
1,ckDrdSr5fu26pP_jqFlj1g
4,35gpbIYcsUiYULjVPP6sGw
4,hGQFwFqIsu1-7cECrP7U_A
3,9m-A7OF57qz2UsQ9kY7eyQ
5,oBHyctm9dT_ve4m-NnWqzA
3,1zgpIheNXb6lNvwZu9M5fw
1,Px9sT5rSyqgIjpHNkK67dA
4,yCAQoBMSQP_nB_6dI2gr-Q
2,m19EZfWy3yYfTeVoVJU8Xw
1,MEduxWw4X-mKIeLsSIG5Gw
4,s2mSbDJUAob2FRtd1CBTLw
3,TxyNsi-CpgTMx3mTNQAUDw
5,HOSqiJu8u8VHiaVKLDEsVQ
3,ggfQOy58vly-dxv7fh4G-Q
5,uOY4NtGVS6h-skBj2Zf0rQ
4,9429anmcYIcaEcMptJCNKQ
1,rNWx-IaPkj3qcV7gPMCXag
5,XE6154Ogvn4Gle9Gq4_Vlw
5,ZvfOhG-S09_ooYm3UDOyFA
5,hLC0SpKqF4QU_QMAxySBew
5,XavCdva7ZQ_8dcUlZti6SA
1,SiISn6KRdmvYlTpVNzhcyA
1,1rpOPuZjoe4v_Ykhhv_WxQ
5,e3SWD2PzpevlAtri8w6Hew
1,T9Iwhnoev-d5_xRv1nrgVA
5,zJIXwJp39av4qgmHIZfiDw
3,7KVm5RAU9RC2EcMswHsCog
3,gNSrt_TH-2bo8n4x5a80lA
2,-NDnJEhckEjD850hM80ZPA
5,WvgOqUN1BLRYHq7KPxyUTA
3,lfUZ5bwyTaMpJ53WDKO4wQ
4,_eqiLMUctKmYpeARswzVUg
3,RFq0A58h_fhx1VMXdEvCJQ
5,Le1O-R7aY1_6AemfzcefWw
5,lX63O5NjfSeazzKfIOCIMQ
5,9bilkARrf_AJDwUDsbfPrA
5,i5jGK5A8GN7MjNEa2N0X-g
3,KLtDBdREHR3GkaF6K8jViQ
3,eGjgnmI9B02PuaULqzNv1w
1,55YSQ9lHS6REj9Ld60GMvA
1,SQigh461SnaX9QmplQfovw
1,-rNmwP53_QaZCjnZznhMNg
4,avsCvUNS8rL0vjcqvahCYg
4,j20g8Yy5xHSOn-pe7PCcpg
3,jsHm55p-yGlEzNuQgZkehQ
1,HiOWc0B1kAYhrHdBqHHAWg
3,58BBjemcYtBCOjdzPcrL3w
4,qld0RWPpqALUxAFsXKv8DQ
1,j3Q-oS8E0zP30IWuYcem4g
5,ErbpKz-sfJdliZ5KX30B3Q
1,Wh-EQN3awZfMf8a_5imV8A
2,nPziEP68d_yhkJ4I63sV2g
5,t2o2Bikl_2ZlMpxnUen16w
3,PUwnqBvL6Pyy7-1khhpDFw
5,XR2y1MavGvjX7ZWz3RDClw
4,gU8NfYrKxsS4TNtf6xJtxw
5,7A1O1ztRC492UHS_ApZESA
4,sEHvPz0urFllgb7b6qpAww
1,ZVE5ZzwEIf1_1TeLf7El7g
5,4bQOH3VoZDGB27dHHT38fQ
3,7Hh28EMlNQwB-hkx5ir2sg
1,hAnOOjGi7qXtzHNI4aW_AA
3,LXh3-8o7slhPU7JzF2qxFw
5,uTih6syYZeJvzauiQ3M3kA
3,rJZroAMHMt4NaJF6skI2tA
4,9AalR4KXHed60DnpAG1f5A
3,V6iGow2lED7JI06iTuiPRA
5,Nsr4-yh6_5A1_2iQlgpzVw
3,3imUH5lGMWz6js7yFyYtUw
2,gSLC_Kvh2wjsU03YaLa0gQ
1,DrdlmQAr8TPAYxMW0HKF-Q
4,OB-Y77PkT315eboivNoEOw
4,FYseRQGpwzjuZidjpJawxQ
4,gVoLAykPdJ9KzntNNBS5zA
4,mO2OAtE4Rqs86rkHVRLP4g
1,BkY7M8GiupJRLzyNoe8Rvg
5,Xn6kK-ZxlnpVhd5G5D0eww
1,30hCGjBCs9kvN48c-hfxow
1,6Gy7L7U7jAdL1OFzDrCjzQ
3,6o8RlDcT-i8_N2IXObSI9Q
2,C7OvJjWvgsZzQHyC1q6lgw
4,a2xPfhIvg4MGwUzvn02tlw
4,RcynWDiJej5iK4l4nlU2-w
1,_LoZ-d0ai2bZUU52odbsFQ
4,-4jvGNz9ifjbPS6Zx2TAIA
4,KfbKzNBcA4320aJEbKD8sA
3,-BBgMxLXnccrhGAC-DicSQ
1,r5JEBDJogVJKl-CrSBKazg
5,ZAssr6owYTT-EiD1W5TLIQ
5,S2j6vld1VjjtToKRwAU57w
4,1Zv98cglrm0XrV_J2HZv3g
5,3yQAtBEg-alelQ7JasM7mQ
1,MPyZuiYy0KCYqYvPH6QOLA
5,ltRXsIa3nBnsQ16Wv66VWw
3,Zi0vZHo5p0DECCw77TRY_Q
5,YbZDS_RQJYJukhpISlMt1Q
4,xzmD40h7t4ThNGORgDLLxw
5,bzk_llvkY2Hhv2ZNMx5aHg
1,xGiAMg6joLqxDGUkOoJe7w
4,5muu5tZU7dSYZ1L5VOVgcw
5,APZ-IFwlz34HqLOuZYFi2g
3,byvDX4tvNpEjhyTJqCPj5Q
5,xHEgYRDBzos3RG5r9h-9ng
4,H6n5Ec4l23me0TALiAW3PQ
2,3Zbh1bJ7kAHMk0RVPry88w
1,RDdb14ejd9sXjSxX7Rwf7g
3,PA_yW92R2SItfOGWTb2ZEg
5,q2UzlHXAY1z9aGzirxv9jA
3,E8yegFYrKt4c8blututkWQ
3,xeuTjSybsgvIWjazd115Sg
5,odayiMuLBOoqiCw0yYkhZg
3,eFRWfLfR6YsbG2wXjnAnbQ
3,j_YA2Ie85lU-cOzs_PAyWg
3,uzx4SZmUnSMuFwIHjsQelA
3,6Bz6jOPAtZzNwsHq4xhZsQ
3,xy4dtuefd12OASYfClheGQ
4,aNnl6WkaS-10DEdMIUrWkA
3,xiPnPw1nawrGF-ibFqWcjw
4,ZRZ0tcMUC1KNjxsthNBGnw
5,mv2x8L6-O4zziohxnn6KCw
5,zx39S6W2dXOBO23TW2Okcw
3,k0t9D-_8onKPKmEuPWVf_A
4,AuI3Qnz48erOenNP3opZ5Q
1,LXO05j2jjpBCTFEG9ACtQQ
1,4WIYQ1cKvAqDGpsF2QfCTA
2,Fr2k0kwJknRIFdVTy4DW7w
5,pNGlFYhL3ADoY6kZluDRfw
5,cD7CCAOKTRngLn92Z_hsGQ
3,g6gOW-vougHbKhteJKquJw
5,2KBC-pxd_KP6ZJ2J1wQv_Q
1,YNlXQGv29fzfOCNcIFcwzQ
3,8BLTFtyi7F7Af73GatAuag
3,a1kqQJPQVLtvRHIM7A7ITQ
3,aSw_vZbEDA4puohSVvNY8A
5,s-_tI2-lZmyCicrutQQJWA
1,GnhfZ0fCLG78CxZ4EHbHyg
4,JgmoyE09HKH8fEOy22MVSA
5,Apl7pZsd1bnehqsa9GWR_A
5,NZuUcf__2AfOrmxgxNH7og
3,L4qZsDmaOnzAMxRgdP8HiA
1,-0C7a6QZGh2J2G-u1eI29g
1,WvLjNSroGk4YhoWAi8ZA6Q
2,UrIdiMqfN7iObiSWD-sGwg
3,U4WmNkGyWEwBkpxP4fxjww
4,mvlLwjgfXDhlS5roy4tyGw
2,c0iJ5hLUjP3GSIz_Gt2QBw
4,-7wZtJs3mXIXArAdVwOTHA
1,LaNEia4vr7Dg4jRBHfRMrQ
4,t8lznLQRwClns1EmFLjT9Q
1,Ij0zhqlMyMywrhCrrYcu-g
3,Az5y_C0eCxqhJma0ww90rQ
4,AnJZZ977lSsK0RCL3wUQgA
4,2FAgCfv2qvfO5tx1Mb4FyA
4,cdrEC5pnTa0bRxhF1NLtUA
4,qzc710ok7elpJ7xj0Cp6Xg
4,dJmzLIjeLHTq97fy7vMGkg
1,PDG3hPCkHwE_lU3JAnolZw
1,yMdrKB6rmhNQSomIrXRXMQ
1,AVoyOimIfIgZHAKt7Qo_Ew
4,hVdFFKpuxBWMYQG2rumcCQ
5,v-_VaGIIq3DgmVg1j0ZqUg
5,1McMfXPMv3nAD3eqI_5GIA
3,yxI21kFkyGTqmQP4KabJWQ
4,4lTLvTqR09kIGEEklwuy1Q
1,rM0MSLS5-QlzMTLqUNVkaQ
1,MspqnLC-u6NVyURAXvMAZw
5,MuaaSyVl9BzLDTuN6ygkqg
4,rInpBVPeEBzCikakDgLUMw
1,CLpcJJXARMfBVNZyMKEKyQ
1,vdfzhLPmjvg8QZmeZ8P0Og
4,e6ZjoT-yg2odjffVX64sgA
1,6sO_XTfycp38wgjgOA__XA
5,lof-X11taxpubUxIc_jy1A
3,kdO-lUQ3avKebWJMdiiYWQ
4,vdYAdbFyIp4Wq1T8JZV48g
5,VCR3Ews0k1bVxUW8wi38Og
5,cdVI2PHZORKnmYeebjrZ8Q
1,MJm0MiJPhX_jwXuziU5FZg
1,yiohlWoPLFiqEHZ5R3Kfug
1,fjp1TLCuB9NIkSTXpfznuw
4,sQhjjsM7jeO3ZTs0khzZ9Q
1,SZWEvmn2qp83ELyQ_SeRHw
1,kcQbpP9p4kedQbzaTRu9Vw
1,U65ZNAGxAR-XjF6xaeCPIg
5,M_HJufSXQclwVRUnZ0rGhQ
4,eUexYG_3MtEKOxod7jbJnA
5,9udiXSzw18Y0CT_SJ2INEg
3,Tk4BXQ_lQdBa9l0yt-FEdg
4,0sitJo5qjLu1KU2gnfDrXg
3,g53rI-cG0yza1Qw08L_ncQ
5,zZuHI3kaFP0v_MNk6aRRtg
1,Tpyp_AsfixDZYd34rjNeTg
1,uvMwoqaVX3MV7HxRg8X__A
1,YeX7c5c1ioGaRXddCpKSGA
4,rO1ZiDUtGnTTgypWMBuIuw
1,-CAedWPMSxJBNMLcp7FcgQ
3,_KBga30jjg4DVvUi3Vf6xQ
1,zeaVB_H9a93Dbw65OtOEQA
4,JyozhwF8NwUhuoWhBvd7Wg
1,IbiCBoDaw6WtXV3lraANHg
2,U06GHaOv_jqVBUkY0V5RNg
4,6ungcT513Y_6guu8kewI7A
3,QGgyqj7aDpKVmTFda2ZD6w
1,ZTgIuSODm4DsdKhzHyujnQ
5,Rsj5bInKp3GV-akclsg3mA
4,ttV3TskVyXobydE-gHFtpw
1,mVMFP14gt3biPKWNnk7kGg
3,OA9Q9l5XhMwFw_sEf8XA-Q
1,eX5DUCCqjvIsAfSAHym_mg
3,8IWwKDHzxezvNbgU-qe8fg
5,IGzOKMKMN64e_4qwIrueFw
5,j0ZNmQtEuiFlKGXgHTZd0g
5,Y38TCaFrH9uF4XrLjlDlxw
5,XhJZ2XtW-IF-nUoxJLIGkQ
1,g8siT9YUaMNErkgg2NvJ-g
5,tmPDe2ZtLpVUsdJUnYWeUQ
5,tlM-SLbhXVxViKddAY-SNQ
5,DWS2sXe3FuhRwyzgO70iBw
5,kJLu0xaENyozx2JEM5vEAw
3,pNBnJq_3u0-1aTXUY3nkLw
4,-Zl66VYpQrtUA_CP2xeEuA
4,CnDYYj34UneH_Q54UTJVqw
3,MCs0hYqYruEfJNCsYILYVw
4,ig6Thmy0UPRg2WT_6sIBSA
4,MfLKoHKGGiZIwuSlZ9S3Jg
4,XwRO7pQKxCGxMTPCIGHh8A
5,K-meAazGCWF1eS3BJf_rrA
5,IYKfuqxfGKUBhidivjXLlA
1,W6sNy6qFCqjeWmBO4gmLyQ
4,LDr13WaPafzcgyN1hEyXJQ
3,YJiaUxUNmuctoWN6uZTJJw
1,yDv_aKsIPx53-n1S2DUeAw
4,5pZFsfRMkQdVyabMg9mBVA
1,Axs2HlgIxOMLBzh_FHhfHg
1,Oz9IKLVE7l6P9Me8xXOXiQ
3,V5atGUGyNioMrJkTa6zrVQ
1,EU1JDUM0er3r1sA8fhTcJQ
5,tbEXeXRQyVpI-0TWlMIMqA
1,O8IOyVLU8zWzfUKnmTDhoA
5,k0PP2vocX_8ekExINAXeCw
3,7BO8UhuzN7Aqw2pQDI8tQQ
5,jWGvg-3DJ2-BH0cl0AVMOg
5,7vBUfLx5D0aybRpckegGiw
4,mknlaQencSsb-LlQblY7Yg
5,4BheVeG0qFfJylvwAT9xXg
1,NhQPyEE7-DHMjUoDulrRuw
4,re-czmuTd85thwgkRufssQ
2,cBhl6-_wOfmf-lFVM3SNfg
5,J4expCEWN0iiKRqz_WCcFg
1,5MtNJxMyYSgYrU-mhSy0KQ
3,FinW7QphgrSJfqhunNmH9w
3,OfPJ_knfXCHVCnR0arFIYQ
3,5b8LeatXwzEDhdbbocfAlw
5,4qIOdjB93wSGCdPhImdftw
5,SW6diXnZr5sQUijAmaaezQ
1,9-KcP-SxeuIumpnPtgQfhg
5,sIh1LIF3l50MFEhxZy3kiA
4,bPxi3sflqd2YS830sSdfgw
4,43Ov43XABDfT8GsNjNt8yg
5,aL8x9UGAgPHg-nWceXG87Q
5,EdfWaq9MHYtFdJj-gaTCBA
1,XFQ1zE8hgwVSJfCvmQqjwg
2,uZJvywHWmpRfO420lFMllQ
5,A99p1v0hXAS6eY8aZX7MTA
1,rgKVw2wGNLbVHAHdhjQIBQ
3,YNtRzkjN1_ZNtq8g95MlGg
5,F2UkICmNrLEOrrwUf10PlA
3,bt8sCXNB3rv_FadEUuAIuw
3,dyMRJrBnNXDf3-IKpknWPA
3,vLcZGoAnjZ-xLHwjgzZoCQ
5,I_E1aVkoc_9aki7yL2-6yQ
5,FxNwU_6kuUprs96iCkJvQQ
3,97niZbXaoI6XhWySXxPxjA
3,vym_9iVOHB564zuqIXYnlQ
2,mAXD89Y-y9DRWjHNyRb-rw
1,w_hNoR2PzUpmRljoIpCe8Q
5,WttU4GLXo9GJhzXOjYsulg
4,0ugalCSgQRd4wqEnzqQXBw
3,04b4SQaoSCWl13gv0OO65w
5,-M73tA14LPLQrew1qpXkkg
1,w61OvCghVwyPqSmiVHs9Cw
3,V3WsQjv64fHat67xCZZTQw
4,H843LF9QKjeQt1muKlc-hQ
3,Y-LLBHYpGyahqT60hWPOrw
5,FXiqHBJFILAKwgn_d1wGEA
1,NTMMofRyHIN1aAwwp3xdRA
5,dHHogUBGfAZOSQu0CTazTw
3,66ECKBdyft5nEQAWBO3z6A
1,Wp4pN4nO6MJ-BnjvmUIVZQ
4,a6z1NRWhbBSyAhj2yasGFA
5,trin4jSgaBAsoSwkLqxj9w
5,oYEZ1x8V3k9AetCwXoQKZQ
1,ZwBG0lxDsK9amisM8p8w1Q
1,nY_D_nwCm7xEifAXBsD_Kg
1,Ny87sFePNxIRR238-6u5yA
3,dpzpUMcibRa66-u_Xj_VNg
1,jyZtalL7VlNG9OiPNtUGyA
5,E5RHILqf_KCRjKUYe1FDzA
1,ZcRPh53PE_BJ2U3Di2XX4A
1,HM78WDWcWOM5kLAyvtLQHQ
3,QIa0T6HxEjm_vyX-ukidXg
2,BklvbztoliV0-WcXmnA9HQ
3,113fA96Q8SOc7YU3tU3nTw
1,GrInT1vYVapM6d3JitBCWA
1,77N2CIn6FT4AcdCMedZHmA
4,S6Q52Zst2IK_fJUf8NaONg
5,1UsYVf5m88Vtgvbhsd1QsA
1,3uOP6DnAJr0JIJ9q5iHJSA
2,9NhcJkg1Slq8hkCneADqeg
3,xjvGyK_cOotiMLs6ydb7gw
5,87TI4qfuzMZolqLs6M-5iQ
4,O17pO_RmrtrCA1oUAUBESQ
1,jBZ-l61vnBA5wpMRG-QkOg
4,d70BevWjD3ZprgHo_i4fJw
1,elH5juKYZqMd3CF3-_gNww
4,J8qQiYKojp1JW6ehTt3JvA
3,MlQ6nE1t4APvI18nYqCEBg
4,XlTi_sdqC0mC6mhdXTrmgg
3,JwoT7xyPSkL5aSRfDEIl0A
1,vmVUxFRekP70kbLm02XamA
5,N0-yF0uNWzDq73mDF-affg
1,1i_3_4AKN9MpQMqaIVFrSQ
5,tZmOkqLtY0cIQE_bGvnH9A
5,m4RnuLGLg9rT8hAqNmQwfg
5,-daMsrs3JXq3N9ML5mWbBg
1,NEH_-xeoVO7dxSScPJSbIg
2,RiZvFpvRzwQtH1I5mtj2mw
5,Pg6PzjrZw_XlUyYL3fVT6g
4,amd4LxIA5eXTXaThTh1pBw
4,Y4USIrprQCBRMH-liyN9xw
5,fKh88E56ceJ5quO7fZ6lxA
3,xNOZmAmuHjBhJ9YHdvxuHQ
5,901MhBJvMm-I4nEcrVooaA
1,CsqAVq1ux-Dd6qtdXU3pnA
3,xB6DUdj_ER50kWaQE0gnhA
1,aBf85qSVZEEZvPYoLmcIAg
5,lBXw6UkwQhS5rSyhY80eQg
1,KKb_t-tPiulfTbJ-w2_8OA
3,IDZiufCxGn9A0l0X4cjFrA
1,WcfcBND0Vq9V7GHiK2tIvg
4,aaBsk-CPbk9mez_Zy8ETkQ
3,mDLV68Z6nXQ2_PI-zNqdMg
2,APnFx1huKf__c-Vxm9fB1w
4,8WVk02QeC_iGSMbO-mID7A
1,dOBBR_eg6M6-CcJbRvqQAA
3,j3OCUw7wNeAn31ym4DSELg
5,DaHdt874qeGuvWBu6LYozg
2,v5OtunRu3M1QgP-ULZwqFw
3,0nx0b396IwLq4LGFbRquFw
2,KlCGtRPPqn1Z2xY203GK7w
1,lhJgTPV_wL8RFKzCTuqsmg
1,f6Fl7DMykYegt7UnANub4A
3,hM3V5XpQOB0PpqavJluY2A
1,Bjh-TbLt7FkRncnfQ86FfA
5,LQ8b0tGmcgbuEM5lXr7lPA
5,SHH0cKH81A6eb6J9LcwZ5Q
3,vXYLXK0Vg5TtOTZXlDnoUA
4,jbIx5GsG_rvpMQMNU6rndw
1,lc-Y5DPD6Z6rHsXE27hd1Q
4,lOBwrvpHCzXrfJY6cuIQJw
3,pg8uWaTAVqy5zzC_9Lqqzw
4,IxSlg04sgOwRPlnzGQs_Vw
4,I8lY4T4-qURxq8ZGhcpBag
3,G_Os5uNNMbNYraz-7Bdhrg
1,t-PxRMxkLD1Npfwa_rffXw
5,I1Vd8aQC6OdIX7EZSCIQmA
2,4zSnHd9EH9uCC9iPDVSOcw
1,IxHhYwHd6LxGwsKomdZFXQ
4,8uUEB3WtNkT5BwyqnRfQcg
5,M3pTB4TBlxwXt4Vji9qaOw
4,UJhUT49NMQyppgSHg-DUhw
4,43eMiM2Ksi34AxVTssfXQw
1,HkqwBazUQN7ZhkWpSGu-Mg
4,d6kx8CnglKxVNMuhnrr2_w
5,1GUrWgwA-V3lq9TWoi5IcA
4,yz0YXk_w7rOerhPrLf0_Qg
5,toVCVw7zG_Q6PLAcXbNncg
1,fzTR9VwOZHxiHYdd4jK7KQ
1,EMmiTw3fFh8kYxxbnXbGaQ
5,DxrDAoOMoola9TMTXIK3ng
3,klaOkXqEBPVOPsQlnsL9-w
4,oAj3Bw-hnYaiPE5IK4vauw
1,biikJlXL75lmumbesoapgw
4,Sd4RXWsOIOPTcYSHXl1VyQ
1,npEsvSHYkEmqeZxoHyjknw
1,hwWKfsRoMSDw5GMaZq-gMg
1,OU7yHOBGvyY_Mmd-nkzqRQ
4,CzhOzvV_g99tqwW0yxFjkQ
1,i9EhhzaZW08i5iCeBLSQCQ
4,3n1z56zlRLhT6urpGwbamA
3,miHSTH3HdRwDKb5j4E0p-A
3,g8__wA9vuRFW95kmkqL6rw
1,x2UQSefaM-SOqwzlDiJNWw
5,uKyaqkZYZ9ZiXiQm0GzFbg
1,wk12KbwmKRClBQCMHe2PKg
1,A-QL00BGgbC7zDQesS7q6A
1,eunCLjy9KkOP3mUT-IZvkA
5,JsLl7LHpkuajzujvnU85Kg
1,-8-Wq1Ezj5V0K9V3jcGDVA
4,d7evN7k7ifBNCVz4tEGPYA
5,ba7hOdY_DsbpLor7873WHA
3,hGOWtNfpiA5fy_St8o7v8A
3,9qYyBVPDDJKWpcyP3MXsbw
1,O2eQU_tNGZ5z2tQ7eA2oGQ
5,IZURYRx8yEou1MUlHwFmcQ
1,MORkE5sWHd2SzoarlpO26g
5,Gr4dgkdg8be06Z8mQnun2Q
5,0H0_eOR6wGh1huoNfFydyA
3,Yn4k3XfCHPB__RmxzfIhtA
1,4aTukBYMAugGvAlSz2z66Q
5,GTzTnwkSvdMvBTJKBdBihQ
4,wyc1zlzCReVLiMfv_GvUkA
5,PcP6mbZT0gsXBcxjAZqQjA
5,tLwIwN78pBaKzT2zRuuxJg
5,mT_W0M6QHisYVOhpjD_qPg
4,GFWoBXH4FVTq3EgAbZq7QQ
1,j05sbtR4aIL3A91a-ieNcA
4,4vDK7HQBSYKS7f9T_t-44g
1,aNEdkluMV73nHFxrn7GR-w
2,gyo915JhZVue-m8MkRy9ng
5,TU8-CAY_i7WIRgAt6tEuGg
4,GTU1ovpShlxP8XylhoiDGA
3,qm0HmjYKuxBpAJr31w-xYQ
3,DdY4zy5mEPwND-68-HmaBQ
1,q911x6qtKRKvOl21rY-feQ
4,m8gPfk2YDPZ2eTc79j-4ww
2,VZ6de4D89-ux-EqT2NTZ5w
1,Q88lVrhpbv4lKTx57fVI3Q
5,Ji3ACA9CIqHYSNAP-59YVA
5,z8cLK-xU4zaTwjWuWH23IA
1,UNKbWA3vFkHyCTO4cvwOvg
5,-VSjMXMgQ2xi6roBD96nuw
5,NNHZCG6HmYu259ZzhyOeMw
5,hFIHPgSgpgGoHPUd6ijwMQ
5,3nGxMZ8Ol4-DGlVTWCR8lw
5,kVAmD1t7cd0i7qf7_wFRqg
4,p8eMAfB4jDuPvrzzoYgJVw
1,j3O7DjtcrrvNM1Uolm_XNA
4,07vimUmbBkltmyJsaZWNRQ
2,n3k9qE3K03Cckx1dgnIMOA
4,mW8LOTNTQqcpJkI-WeZ84g
1,3U7dbCkHj8H3_WXrdTUAdg
1,rcr6PEQn8xwj6Eh51P2Qyg
3,_1-G7eBcK1Dp420X3-6dGA
5,Q9ql6kjJd-YEd-pvtpIPkA
5,YC3Kj8cNe86S-HPHpKpyMA
1,_7-4G7SNnTD54B0l1vXbAg
3,tgpv8uCmBlKGlg2oX2ARWg
3,12LPhiGoo4Ni008gBLeVuQ
4,R45vT7JF-2JigWfTFh5iJQ
3,I6TiuiLQBqLGh-g4dI4_-g
1,FWIQ7AsX9nRJVexAimRlAA
1,P8CRYJpMDa-NPjDdh81ioA
3,00Pf9TlMZBgn5EziQAlFKw
4,g9IjiTlMNDcIPX_JfRHsog
2,s9gfVfvTc7zfhwws36LXJA
4,QiK6IZrjnlZGbxDmljYYZQ
1,v7y6ETRBz2kvwNrbtIDsYw
4,IkwUDuODHKHzJmFhzCs1IA
4,cmjhMrJYf2pvPDZWi5xwVA
2,8-0gMrifHZFKOeTG9Wh67Q
3,9pwKshD5nvZTnA_kdViYVQ
1,NeJV6FGqb9XdGChnB_MUig
5,wRrWivHRH7dUaFe36CSPYw
5,PyneKP1gJyLyr3b1480ICQ
1,l5rWhpwAXxCgyJoMtjdhlQ
1,PcW21Z3sxNzSNt3gRAwlnw
2,n8vyIsKGNg4yJyQIjIKanQ
4,_RRFm-1-3-cXRy0K11YyXg
5,Plh4bjW7nbjhJvGU7p16Tw
3,U-Nsjn3z2aNu8PuAeqqqVw
5,gQ8lLmsituAKCG2a-_x2Aw
